diagnos,grp,code,name,name_english,sdb_amne
W94,2018,W94,Exponering för högt/lågt lufttryck/förändringar i lufttryck,Exposure to high and low air pressure and changes in air pressure,Dödsorsaker
W99,2018,W99,"Exponering f annan/ospec, av människa orsakad miljöfaktor",Exposure to other and unspecified man-made environmental factors,Dödsorsaker
2019,20,X00-X09,Exponering för rök och öppen eld,"Exposure to smoke, fire and flames",Dödsorsaker
X00,2019,X00,Exponering för okontrollerad eld i byggnad/-skonstruktion,Exposure to uncontrolled fire in building or structure,Dödsorsaker
X01,2019,X01,"Exponering för okontrollerad eld, ej i byggnad/konstruktion","Exposure to uncontrolled fire, not in building or structure",Dödsorsaker
X02,2019,X02,Exponering för kontrollerad eld i byggnad/konstruktion,Exposure to controlled fire in building or structure,Dödsorsaker
X03,2019,X03,"Exponering för kontrollerad eld, ej eld i byggnad/konstruktion","Exposure to controlled fire, not in building or structure",Dödsorsaker
X04,2019,X04,Plötslig antändning av mycket eldfängt material/ämne,Exposure to ignition of highly flammable material,Dödsorsaker
X05,2019,X05,Antändning av nattdräkter,Exposure to ignition or melting of nightwear,Dödsorsaker
X06,2019,X06,Antändning av andra klädesplagg,Exposure to ignition or melting of other clothing and apparel,Dödsorsaker
X08,2019,X08,Exponering för annan specificerad rök/öppen eld,"Exposure to other specified smoke, fire, and flames",Dödsorsaker
X09,2019,X09,Exponering för icke specificerad rök/öppen eld,"Exposure to unspecified smoke, fire, and flames",Dödsorsaker
2020,20,X10-X19,Kontakt med heta föremål och heta ämnen,Contact with heat and hot substances,Dödsorsaker
X10,2020,X10,"Kontakt med het dryck, föda, fett och matolja","Contact with hot drinks, food, fats, and cooking oils",Dödsorsaker
X11,2020,X11,Kontakt med hett kranvatten,Contact with hot tap water,Dödsorsaker
X12,2020,X12,Kontakt med andra heta vätskor,Contact with other hot fluids,Dödsorsaker
X13,2020,X13,Kontakt med vattenånga och andra heta ångor,Contact with steam and hot vapors,Dödsorsaker
X14,2020,X14,Kontakt med het luft/heta gaser,Contact with hot air and gases,Dödsorsaker
X15,2020,X15,Kontakt med heta hushållsredskap,Contact with hot household appliances,Dödsorsaker
X16,2020,X16,"Kontakt m utrustn. f uppvärmn av byggnad, element/rör","Contact with hot heating appliances, radiators, and pipes",Dödsorsaker
X17,2020,X17,Konakt med heta motorer/maskiner/verktyg,"Contact with hot engines, machinery, and tools",Dödsorsaker
X18,2020,X18,Kontakt med andra heta metallföremål,Contact with other hot metals,Dödsorsaker
X19,2020,X19,Kontakt m andra och ospecificerade heta föremål/ämnen,Contact with other and unspecified heat and hot substances,Dödsorsaker
2021,20,X20-X29,Kontakt med giftiga djur och växter,Contact with venomous animals and plants,Dödsorsaker
X20,2021,X20,Kontakt med giftiga ormar och ödlor,Contact with venomous snakes and lizards,Dödsorsaker
X21,2021,X21,Kontakt med giftiga spindlar,Contact with venomous spiders,Dödsorsaker
X22,2021,X22,Kontakt med skorpioner,Contact with scorpions,Dödsorsaker
X23,2021,X23,"Kontakt med bålgetingar, getingar och bin","Contact with hornets, wasps, and bees",Dödsorsaker
X24,2021,X24,Kontakt med giftiga tusenfotingar (tropiska),Contact with centipedes and venomous millipedes (tropical),Dödsorsaker
X25,2021,X25,Kontakt med andra specificerade giftiga leddjur,Contact with other specified venomous arthropods,Dödsorsaker
X26,2021,X26,Kontakt med giftiga vattendjur och vattenväxter,Contact with venomous marine animals and plants,Dödsorsaker
X27,2021,X27,Kontakt med andra specificerade giftiga djur,Contact with other specified venomous animals,Dödsorsaker
X28,2021,X28,Kontakt med andra specificerade giftiga växter,Contact with other specified venomous plants,Dödsorsaker
X29,2021,X29,"Kontakt med giftigt djur eller giftig växt, ospecificerat",Contact with unspecified venomous animal or plant,Dödsorsaker
2022,20,X30-X39,Exponering för naturkrafter,Exposure to forces of nature,Dödsorsaker
X30,2022,X30,Exponering för extrem naturlig värme,Exposure to excessive natural heat,Dödsorsaker
X31,2022,X31,Exponering för extrem naturlig köld,Exposure to excessive natural cold,Dödsorsaker
X32,2022,X32,Exponering för solljus,Exposure to sunlight,Dödsorsaker
X33,2022,X33,Blixtnedslag,Victim of lightning,Dödsorsaker
X34,2022,X34,Jordbävning,Victim of earthquake,Dödsorsaker
X35,2022,X35,Vulkanutbrott,Victim of volcanic eruption,Dödsorsaker
X36,2022,X36,Snöskred/lavin/jordskred/andra rörelser i jordytan,"Victim of avalanche, landslide, and other earth movements",Dödsorsaker
X37,2022,X37,Katastrofartat oväder,Victim of cataclysmic storm,Dödsorsaker
X38,2022,X38,Översvämning,Victim of flood,Dödsorsaker
X39,2022,X39,Exponering för andra/ospecificerade naturkrafter,Exposure to other and unspecified forces of nature,Dödsorsaker
2023,20,X40-X49,Förgiftningsolyckor och exponering för skadliga ämnen genom olyckshändelse,Accidental poisoning by and exposure to noxious substances,Dödsorsaker
X40,2023,X40,"Oavsiktlig förgiftning, smärtstillande läkemedel mm ","Accidental poisoning by and exposure to nonopioid analgesics, antipyretics, and antirheumatics",Dödsorsaker
X41,2023,X41,"Oavsiktlig förgiftning, lugnande läkemedel/sömnmedel m.m.","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism, and psychotropic drugs, not elsewhere classified",Dödsorsaker
X42,2023,X42,"Oavsiktlig förgiftning, andra narkotiska medel mm.","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",Dödsorsaker
X43,2023,X43,"Oavsiktlig förgiftn, andra läkem påverkande auton. nervsyst",Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,Dödsorsaker
X44,2023,X44,"Oavsiktlig förgiftning, andra/ospec. droger/läkemedel m.m. ","Accidental poisoning by and exposure to other and unspecified drugs, medicaments, and biological substances",Dödsorsaker
X45,2023,X45,Oavsiktlig förgiftning med och exponering för alkoholer,Accidental poisoning by and exposure to alcohol,Dödsorsaker
X46,2023,X46,"Oavsiktlig förgiftn, organiska lösningsmedel/deras ångor mm.",Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapors,Dödsorsaker
X47,2023,X47,"Oavsiktlig förgiftning, andra gaser och ångor",Accidental poisoning by and exposure to other gases and vapors,Dödsorsaker
X48,2023,X48,"Oavsiktlig förgiftning, pesticider",Accidental poisoning by and exposure to pesticides,Dödsorsaker
X49,2023,X49,"Oavsiktlig förgiftning, andra/ospece kemiska ämnen m m.",Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Dödsorsaker
2024,20,X50-X57,Överansträngning och umbäranden,"Overexertion, travel and privation",Dödsorsaker
X50,2024,X50,Överansträngning och påfrestande/upprepade rörelser,Overexertion and strenuous or repetitive movements,Dödsorsaker
X51,2024,X51,Resor/förflyttningar m överansträngning/umbäranden,Travel and motion,Dödsorsaker
X52,2024,X52,Utdragen vistelse i tyngdlös miljö,Prolonged stay in weightless environment,Dödsorsaker
X53,2024,X53,Brist på föda,Lack of food,Dödsorsaker
X54,2024,X54,Brist på vatten,Lack of water,Dödsorsaker
X57,2024,X57,"Umbäranden, ospecificerade",Unspecified privation,Dödsorsaker
2025,20,X58-X59,Exponering genom olyckshändelse för andra och icke specificerade faktorer,Accidental exposure to other and unspecified factors,Dödsorsaker
X58,2025,X58,Exponering för andra specificerade faktorer,Exposure to other specified factors,Dödsorsaker
X59,2025,X59,Exponering för icke specificerad faktor,Exposure to unspecified factor,Dödsorsaker
2026,20,X60-X84,Avsiktligt självdestruktiv handling (självmord),Intentional self-harm,Dödsorsaker
2111,2026,X60-X64,"Avsiktligt självdestruktiv handling (självmord), läkemedels- och narkotikaförgiftningar","Intentional self-harm, drug poisoning",Dödsorsaker
2108,2026,X65-X69,"Avsiktligt självdestruktiv handling (självmord), förgiftning övrigt","Intentional self-harm, poisoning other",Dödsorsaker
SuA,2026,X70-X84,"Avsiktligt självdestruktiv handling (självmord), annat","Intentional self-harm, other",Dödsorsaker
2027,20,X85-Y09,Övergrepp av annan person,Assault,Dödsorsaker
2028,20,Y10-Y34,Skadehändelser med oklar avsikt,Event of undetermined intent,Dödsorsaker
2109,2028,Y10-Y14,"Skadehändelser med oklar avsikt, läkemedels- och narkotikaförgiftningar","Event of undetermined intent, drug poisoning",Dödsorsaker
2110,2028,Y15-Y19,"Skadehändelser med oklar avsikt, förgiftning övrigt","Event of undetermined intent, poisoning other",Dödsorsaker
OkA,2028,Y20-Y34,"Skadehändelser med oklar avsikt, annat","Event of undetermined intent, other",Dödsorsaker
2029,20,Y35-Y36,Polisingripande och krigshandling,Legal intervention and operations of war,Dödsorsaker
2030,20,Y40-Y59,"Ogynnsam effekt av droger, läkemedel och biologiska substanser i terapeutiskt bruk","Drugs, medicaments and biological substances causing adverse effects in therapeutic use",Dödsorsaker
Y40,2030,Y40,Antibiotika för systemiskt bruk,Systemic antibiotics,Dödsorsaker
Y41,2030,Y41,Andra medel mot infektioner och parasiter för systemiskt bruk,Other systemic anti-infectives and antiparasitics,Dödsorsaker
Y42,2030,Y42,Hormoner och deras syntetiska substitut/antagonister ,"Hormones and their synthetic substitutes and antagonists, not elsewhere classified",Dödsorsaker
Y43,2030,Y43,Läkemedel med företrädesvis systemisk verkan,Primarily systemic agents,Dödsorsaker
Y44,2030,Y44,Läkemedel som företrädesvis påverkar blodets komponenter,Agents primarily affecting blood constituents,Dödsorsaker
Y45,2030,Y45,Smärtstillande/febernedsättande läkemedel mm,"Analgesics, antipyretics, and anti-inflammatory drugs",Dödsorsaker
Y46,2030,Y46,Läkemedel mot epilepsi och vid parkinsonism,Antiepileptics and antiparkinsonism drugs,Dödsorsaker
Y47,2030,Y47,"Lugnande medel, sömnmedel och läkemedel mot oro","Sedatives, hypnotics, and antianxiety drugs",Dödsorsaker
Y48,2030,Y48,Anestetika och gaser för terapeutiskt bruk,Anesthetics and therapeutic gases,Dödsorsaker
Y49,2030,Y49,Andra psykotropa läkemedel ,"Psychotropic drugs, not elsewhere classified",Dödsorsaker
Y50,2030,Y50,Andra medel som stimulerar centrala nervsystemet,"Central nervous system stimulants, not elsewhere classified",Dödsorsaker
Y51,2030,Y51,Medel främst påverkande det autonoma nervsystemet,Drugs primarily affecting the autonomic nervous system,Dödsorsaker
Y52,2030,Y52,Medel främst påverkande hjärt-kärlsystemet,Agents primarily affecting the cardiovascular system,Dödsorsaker
Y53,2030,Y53,Medel främst påverkande mag-tarmkanalen,Agents primarily affecting the gastrointestinal system,Dödsorsaker
Y54,2030,Y54,Medel främst påverkande vattenbalansen mm,Agents primarily affecting water balance and mineral and uric acid metabolism,Dödsorsaker
Y55,2030,Y55,Medel främst påverkarande glatt muskulatur/andningsorg mm,Agents primarily acting on smooth and skeletal muscles and the respiratory system,Dödsorsaker
Y56,2030,Y56,Läkemedel främst för hud-/ögon-/hals-/tandsjukdomar mm,"Topical agents primarily affecting skin and mucous membrane and ophthalmological, otorhinolaryngological, and dental drugs",Dödsorsaker
Y57,2030,Y57,Andra och icke specificerade läkemedel och droger,Other and unspecified drugs and medicaments,Dödsorsaker
Y58,2030,Y58,Bakterievacciner,Bacterial vaccines,Dödsorsaker
Y59,2030,Y59,Andra/ospecificerade vacciner och biologiska substanser,Other and unspecified vaccines and biological substances,Dödsorsaker
2031,20,Y60-Y69,Missöden som inträffat med patienter under kirurgisk och medicinsk vård,Misadventures to patients during surgical and medical care,Dödsorsaker
Y60,2031,Y60,oavsiktlig skärskada/perforation etc. vid kir/med behandling,"Unintentional cut, puncture, perforation, or hemorrhage during surgical and medical care",Dödsorsaker
Y61,2031,Y61,Kvarlämnat främmande föremål vid kir/med behandling,Foreign object accidentally left in body during surgical and medical care,Dödsorsaker
Y62,2031,Y62,Bristande sterilitet vid kirurgisk och medicinsk behandling,Failure of sterile precautions during surgical and medical care,Dödsorsaker
Y63,2031,Y63,Felaktig dosering vid kirurgisk och medicinsk behandling,Failure in dosage during surgical and medical care,Dödsorsaker
Y64,2031,Y64,Förorenade medicinska och biologiska substanser,Contaminated medical or biological substances,Dödsorsaker
Y65,2031,Y65,Annat missöde vid kirurgisk och medicinsk behandling,Other misadventures during surgical and medical care,Dödsorsaker
2032,20,Y70-Y82,Missöden orsakade av medicinska instrument i diagnostiskt och terapeutiskt bruk,Medical devices associated with adverse incidents in diagnostic and therapeutic use,Dödsorsaker
Y70,2032,Y70,Anestesiutrustning som orsakat missöden,Anesthesiology devices associated with adverse incidents,Dödsorsaker
Y71,2032,Y71,Missöde m instrument/matr vid kardiovaskulära ingrepp mm ,Cardiovascular devices associated with adverse incidents,Dödsorsaker
Y72,2032,Y72,Missöde m instrument/matr vid oto-rino-laryngologiska ingrepp,Otorhinolaryngological devices associated with adverse incidents,Dödsorsaker
Y73,2032,Y73,"Missöde m instrument/matr, gastroentero-/urologiska ingrepp",Gastroenterology and urology devices associated with adverse incidents,Dödsorsaker
Y74,2032,Y74,"Missöden m instrument/matriel, i annan sjukvård o. egenvård ",General hospital and personal-use devices associated with adverse incidents,Dödsorsaker
