atc,grp,code,name,sdb_amne,sdb_titel
R03AL08,R03AL,R03AL08,"Vilanterol, umeklidiniumbromid och flutikasonfuroat",Läkemedel,ATC-koder
R03AL09,R03AL,R03AL09,"Formoterol, glykopyrroniumbromid och beklometason",Läkemedel,ATC-koder
R03B,R03,R03B,"Övriga medel vid obstruktiva luftvägssjukdomar, inhalationer",Läkemedel,ATC-koder
R03BA,R03B,R03BA,Glukokortikoider,Läkemedel,ATC-koder
R03BA01,R03BA,R03BA01,Beklometason,Läkemedel,ATC-koder
R03BA02,R03BA,R03BA02,Budesonid,Läkemedel,ATC-koder
R03BA05,R03BA,R03BA05,Flutikason,Läkemedel,ATC-koder
R03BA07,R03BA,R03BA07,Mometason,Läkemedel,ATC-koder
R03BA08,R03BA,R03BA08,Ciklesonid,Läkemedel,ATC-koder
R03BB,R03B,R03BB,Antikolinergika,Läkemedel,ATC-koder
R03BB01,R03BB,R03BB01,Ipratropiumbromid,Läkemedel,ATC-koder
R03BB04,R03BB,R03BB04,Tiotropiumbromid,Läkemedel,ATC-koder
R03BB05,R03BB,R03BB05,Aklidiniumbromid,Läkemedel,ATC-koder
R03BB06,R03BB,R03BB06,Glykopyrroniumbromid,Läkemedel,ATC-koder
R03BB07,R03BB,R03BB07,Umeklidiniumbromid,Läkemedel,ATC-koder
R03BC,R03B,R03BC,"Antiallergika, exkl. kortikosteroider",Läkemedel,ATC-koder
R03BC01,R03BC,R03BC01,Natriumkromoglikat,Läkemedel,ATC-koder
R03BC03,R03BC,R03BC03,Nedokromil,Läkemedel,ATC-koder
R03C,R03,R03C,Adrenergika för systemiskt bruk,Läkemedel,ATC-koder
R03CA,R03C,R03CA,Alfa- och beta-adrenoreceptoragonister,Läkemedel,ATC-koder
R03CA02,R03CA,R03CA02,Efedrin,Läkemedel,ATC-koder
R03CC,R03C,R03CC,Selektiva beta-2-stimulerande medel,Läkemedel,ATC-koder
R03CC02,R03CC,R03CC02,Salbutamol,Läkemedel,ATC-koder
R03CC03,R03CC,R03CC03,Terbutalin,Läkemedel,ATC-koder
R03CC12,R03CC,R03CC12,Bambuterol,Läkemedel,ATC-koder
R03D,R03,R03D,Övriga systemiska medel för obstruktiva lungsjukdomar,Läkemedel,ATC-koder
R03DA,R03D,R03DA,Xantiner,Läkemedel,ATC-koder
R03DA02,R03DA,R03DA02,Kolinteofyllinat,Läkemedel,ATC-koder
R03DA04,R03DA,R03DA04,Teofyllin,Läkemedel,ATC-koder
R03DA05,R03DA,R03DA05,Aminofyllin,Läkemedel,ATC-koder
R03DC,R03D,R03DC,Leukotrienreceptorantagonister,Läkemedel,ATC-koder
R03DC01,R03DC,R03DC01,Zafirlukast,Läkemedel,ATC-koder
R03DC03,R03DC,R03DC03,Montelukast,Läkemedel,ATC-koder
R03DX,R03D,R03DX,Övriga systemiska medel för obstruktiva lungsjukdomar,Läkemedel,ATC-koder
R03DX05,R03DX,R03DX05,Omalizumab,Läkemedel,ATC-koder
R03DX07,R03DX,R03DX07,Roflumilast,Läkemedel,ATC-koder
R03DX09,R03DX,R03DX09,Mepolizumab,Läkemedel,ATC-koder
R03DX10,R03DX,R03DX10,Benralizumab,Läkemedel,ATC-koder
R05,R,R05,Medel mot hosta och förkylning,Läkemedel,ATC-koder
R05C,R05,R05C,"Expektorantia, exkl. kombinationer med hostdämpande medel",Läkemedel,ATC-koder
R05CA,R05C,R05CA,"Expektorantia, exkl. mukolytika",Läkemedel,ATC-koder
R05CA03,R05CA,R05CA03,Guajfenesin,Läkemedel,ATC-koder
R05CA10,R05CA,R05CA10,Kombinationer,Läkemedel,ATC-koder
R05CA12,R05CA,R05CA12,"Murgröna, blad",Läkemedel,ATC-koder
R05CB,R05C,R05CB,Mukolytika,Läkemedel,ATC-koder
R05CB01,R05CB,R05CB01,Acetylcystein,Läkemedel,ATC-koder
R05CB02,R05CB,R05CB02,Bromhexin,Läkemedel,ATC-koder
R05CB05,R05CB,R05CB05,Mesna,Läkemedel,ATC-koder
R05CB10,R05CB,R05CB10,Kombinationer,Läkemedel,ATC-koder
R05CB13,R05CB,R05CB13,Dornas alfa (deoxiribonukleas),Läkemedel,ATC-koder
R05CB15,R05CB,R05CB15,Erdostein,Läkemedel,ATC-koder
R05D,R05,R05D,"Hosthämmande medel, exkl kombinationer med expektorantia",Läkemedel,ATC-koder
R05DA,R05D,R05DA,Opiumalkaloider och derivat,Läkemedel,ATC-koder
R05DA04,R05DA,R05DA04,Kodein,Läkemedel,ATC-koder
R05DA07,R05DA,R05DA07,Noskapin,Läkemedel,ATC-koder
R05DA09,R05DA,R05DA09,Dextrometorfan,Läkemedel,ATC-koder
R05DA20,R05DA,R05DA20,Kombinationer,Läkemedel,ATC-koder
R05DB,R05D,R05DB,Övriga hostdämpande medel,Läkemedel,ATC-koder
R05DB05,R05DB,R05DB05,Pentoxiverin,Läkemedel,ATC-koder
R05F,R05,R05F,Hosthämmande medel i kombination med expektorantia,Läkemedel,ATC-koder
R05FA,R05F,R05FA,Opiumderivat och expektorantia,Läkemedel,ATC-koder
R05FA02,R05FA,R05FA02,Opiumderivat och expektorantia,Läkemedel,ATC-koder
R05FB,R05F,R05FB,Övriga hosthämmande medel i kombination med expektorantia,Läkemedel,ATC-koder
R05FB02,R05FB,R05FB02,"Hosthämmande medel i kombination med expektorantia, exkl mukolytika",Läkemedel,ATC-koder
R05X,R05,R05X,Övriga medel mot förkylning,Läkemedel,ATC-koder
R06,R,R06,Antihistaminer för systemiskt bruk,Läkemedel,ATC-koder
R06A,R06,R06A,Antihistaminer för systemiskt bruk,Läkemedel,ATC-koder
R06AA,R06A,R06AA,Aminoalkyletrar,Läkemedel,ATC-koder
R06AA02,R06AA,R06AA02,Dimenhydrinat,Läkemedel,ATC-koder
R06AA04,R06AA,R06AA04,Klemastin,Läkemedel,ATC-koder
R06AB,R06A,R06AB,"Alkylaminer, substituerade",Läkemedel,ATC-koder
R06AB02,R06AB,R06AB02,Dexklorfeniramin,Läkemedel,ATC-koder
R06AD,R06A,R06AD,Fentiazinderivat,Läkemedel,ATC-koder
R06AD01,R06AD,R06AD01,Alimemazin,Läkemedel,ATC-koder
R06AD02,R06AD,R06AD02,Prometazin,Läkemedel,ATC-koder
R06AD03,R06AD,R06AD03,Tietylperazin,Läkemedel,ATC-koder
R06AD52,R06AD,R06AD52,"Prometazin, kombinationer",Läkemedel,ATC-koder
R06AE,R06A,R06AE,Piperazinderivat,Läkemedel,ATC-koder
R06AE03,R06AE,R06AE03,Cyklizin,Läkemedel,ATC-koder
R06AE05,R06AE,R06AE05,Meklozin,Läkemedel,ATC-koder
R06AE06,R06AE,R06AE06,Oxatomid,Läkemedel,ATC-koder
R06AE07,R06AE,R06AE07,Cetirizin,Läkemedel,ATC-koder
R06AX,R06A,R06AX,Övriga antihistaminer för systemiskt bruk,Läkemedel,ATC-koder
R06AX02,R06AX,R06AX02,Cyproheptadin,Läkemedel,ATC-koder
R06AX13,R06AX,R06AX13,Loratadin,Läkemedel,ATC-koder
R06AX17,R06AX,R06AX17,Ketotifen,Läkemedel,ATC-koder
R06AX18,R06AX,R06AX18,Akrivastin,Läkemedel,ATC-koder
R06AX22,R06AX,R06AX22,Ebastin,Läkemedel,ATC-koder
R06AX25,R06AX,R06AX25,Mizolastin,Läkemedel,ATC-koder
R06AX26,R06AX,R06AX26,Fexofenadin,Läkemedel,ATC-koder
R06AX27,R06AX,R06AX27,Desloratadin,Läkemedel,ATC-koder
R06AX28,R06AX,R06AX28,Rupatadin,Läkemedel,ATC-koder
R06AX29,R06AX,R06AX29,Bilastin,Läkemedel,ATC-koder
R07,R,R07,Övriga medel vid sjukdomar i andningsorganen,Läkemedel,ATC-koder
R07A,R07,R07A,Övriga medel vid sjukdomar i andningsorganen,Läkemedel,ATC-koder
R07AX,R07A,R07AX,Övriga medel vid sjukdomar i andningsorganen,Läkemedel,ATC-koder
R07AX02,R07AX,R07AX02,Ivakaftor,Läkemedel,ATC-koder
R07AX30,R07AX,R07AX30,Ivakaftor och lumakaftor,Läkemedel,ATC-koder
R07AX31,R07AX,R07AX31,Ivakaftor och tezakaftor,Läkemedel,ATC-koder
S,0,S,Ögon och öron,Läkemedel,ATC-koder
S01,S,S01,Medel vid ögonsjukdomar,Läkemedel,ATC-koder
S01A,S01,S01A,Antiinfektiva medel,Läkemedel,ATC-koder
S01AA,S01A,S01AA,Antibiotika,Läkemedel,ATC-koder
S01AA01,S01AA,S01AA01,Kloramfenikol,Läkemedel,ATC-koder
S01AA02,S01AA,S01AA02,Klortetracyklin,Läkemedel,ATC-koder
S01AA10,S01AA,S01AA10,Natamycin,Läkemedel,ATC-koder
S01AA11,S01AA,S01AA11,Gentamicin,Läkemedel,ATC-koder
S01AA12,S01AA,S01AA12,Tobramycin,Läkemedel,ATC-koder
S01AA13,S01AA,S01AA13,Fusidinsyra,Läkemedel,ATC-koder
S01AA20,S01AA,S01AA20,Antibiotika i kombination med andra läkemedel,Läkemedel,ATC-koder
S01AA26,S01AA,S01AA26,Azitromycin,Läkemedel,ATC-koder
S01AD,S01A,S01AD,Antivirala medel,Läkemedel,ATC-koder
S01AD02,S01AD,S01AD02,Trifluridin,Läkemedel,ATC-koder
S01AD03,S01AD,S01AD03,Aciklovir,Läkemedel,ATC-koder
S01AD09,S01AD,S01AD09,Ganciklovir,Läkemedel,ATC-koder
S01AE,S01A,S01AE,Fluorokinoloner,Läkemedel,ATC-koder
S01AE03,S01AE,S01AE03,Ciprofloxacin,Läkemedel,ATC-koder
S01AE05,S01AE,S01AE05,Levofloxacin,Läkemedel,ATC-koder
S01AE07,S01AE,S01AE07,Moxifloxacin,Läkemedel,ATC-koder
S01AX,S01A,S01AX,Övriga antiinfektiva medel,Läkemedel,ATC-koder
S01AX05,S01AX,S01AX05,Bibrokatol,Läkemedel,ATC-koder
S01AX08,S01AX,S01AX08,Hexamidin,Läkemedel,ATC-koder
S01AX15,S01AX,S01AX15,Propamidin,Läkemedel,ATC-koder
S01B,S01,S01B,Antiinflammatoriska medel,Läkemedel,ATC-koder
S01BA,S01B,S01BA,Kortikosteroider,Läkemedel,ATC-koder
S01BA01,S01BA,S01BA01,Dexametason,Läkemedel,ATC-koder
S01BA02,S01BA,S01BA02,Hydrokortison,Läkemedel,ATC-koder
S01BA04,S01BA,S01BA04,Prednisolon,Läkemedel,ATC-koder
S01BA07,S01BA,S01BA07,Fluorometolon,Läkemedel,ATC-koder
S01BA13,S01BA,S01BA13,Rimexolon,Läkemedel,ATC-koder
S01BA14,S01BA,S01BA14,Loteprednol,Läkemedel,ATC-koder
S01BC,S01B,S01BC,Icke-steroida antiinflammatoriska medel,Läkemedel,ATC-koder
S01BC01,S01BC,S01BC01,Indometacin,Läkemedel,ATC-koder
S01BC03,S01BC,S01BC03,Diklofenak,Läkemedel,ATC-koder
S01BC10,S01BC,S01BC10,Nepafenak,Läkemedel,ATC-koder
S01BC11,S01BC,S01BC11,Bromfenak,Läkemedel,ATC-koder
S01C,S01,S01C,Antiinflammatoriska och antiinfektiva medel i kombination,Läkemedel,ATC-koder
S01CA,S01C,S01CA,Kortikosteroider i kombination med antiinfektiva medel,Läkemedel,ATC-koder
S01CA01,S01CA,S01CA01,Dexametason och antiinfektiva medel,Läkemedel,ATC-koder
S01E,S01,S01E,Medel vid glaukom samt miotika,Läkemedel,ATC-koder
S01EA,S01E,S01EA,Sympatomimetika vid glaukom,Läkemedel,ATC-koder
S01EA01,S01EA,S01EA01,Adrenalin,Läkemedel,ATC-koder
S01EA02,S01EA,S01EA02,Dipivefrin,Läkemedel,ATC-koder
S01EA03,S01EA,S01EA03,Apraklonidin,Läkemedel,ATC-koder
S01EA05,S01EA,S01EA05,Brimonidin,Läkemedel,ATC-koder
S01EB,S01E,S01EB,Parasympatomimetika,Läkemedel,ATC-koder
S01EB01,S01EB,S01EB01,Pilokarpin,Läkemedel,ATC-koder
S01EB02,S01EB,S01EB02,Karbakol,Läkemedel,ATC-koder
S01EB09,S01EB,S01EB09,Acetylkolin,Läkemedel,ATC-koder
S01EB51,S01EB,S01EB51,"Pilokarpin, kombinationer",Läkemedel,ATC-koder
S01EC,S01E,S01EC,Karbanhydrashämmare,Läkemedel,ATC-koder
S01EC01,S01EC,S01EC01,Acetazolamid,Läkemedel,ATC-koder
S01EC02,S01EC,S01EC02,Diklofenamid,Läkemedel,ATC-koder
S01EC03,S01EC,S01EC03,Dorzolamid,Läkemedel,ATC-koder
S01EC04,S01EC,S01EC04,Brinzolamid,Läkemedel,ATC-koder
S01EC54,S01EC,S01EC54,"Brinzolamid, kombinationer",Läkemedel,ATC-koder
S01ED,S01E,S01ED,Beta-receptorblockerande medel,Läkemedel,ATC-koder
S01ED01,S01ED,S01ED01,Timolol,Läkemedel,ATC-koder
S01ED02,S01ED,S01ED02,Betaxolol,Läkemedel,ATC-koder
S01ED51,S01ED,S01ED51,"Timolol, kombinationer",Läkemedel,ATC-koder
S01EE,S01E,S01EE,Prostaglandinanaloger,Läkemedel,ATC-koder
S01EE01,S01EE,S01EE01,Latanoprost,Läkemedel,ATC-koder
S01EE03,S01EE,S01EE03,Bimatoprost,Läkemedel,ATC-koder
S01EE04,S01EE,S01EE04,Travoprost,Läkemedel,ATC-koder
S01EE05,S01EE,S01EE05,Tafluprost,Läkemedel,ATC-koder
S01F,S01,S01F,Mydriatika och cykloplegika,Läkemedel,ATC-koder
S01FA,S01F,S01FA,Antikolinergika,Läkemedel,ATC-koder
S01FA01,S01FA,S01FA01,Atropin,Läkemedel,ATC-koder
S01FA02,S01FA,S01FA02,Skopolamin,Läkemedel,ATC-koder
S01FA04,S01FA,S01FA04,Cyklopentolat,Läkemedel,ATC-koder
S01FA05,S01FA,S01FA05,Homatropin,Läkemedel,ATC-koder
S01FA06,S01FA,S01FA06,Tropikamid,Läkemedel,ATC-koder
S01FA56,S01FA,S01FA56,"Tropikamid, kombinationer",Läkemedel,ATC-koder
S01FB,S01F,S01FB,"Sympatomimetika, exkl. medel vid glaukom",Läkemedel,ATC-koder
S01FB01,S01FB,S01FB01,Fenylefrin,Läkemedel,ATC-koder
S01G,S01,S01G,Avsvällande medel och antiallergika,Läkemedel,ATC-koder
S01GA,S01G,S01GA,Sympatomimetika som avsvällande medel,Läkemedel,ATC-koder
S01GA01,S01GA,S01GA01,Nafazolin,Läkemedel,ATC-koder
S01GA51,S01GA,S01GA51,"Nafazolin, kombinationer",Läkemedel,ATC-koder
S01GA55,S01GA,S01GA55,"Fenylefrin, kombinationer",Läkemedel,ATC-koder
S01GX,S01G,S01GX,Övriga antiallergika,Läkemedel,ATC-koder
S01GX01,S01GX,S01GX01,Natriumkromoglikat,Läkemedel,ATC-koder
S01GX02,S01GX,S01GX02,Levokabastin,Läkemedel,ATC-koder
S01GX04,S01GX,S01GX04,Nedokromil,Läkemedel,ATC-koder
S01GX06,S01GX,S01GX06,Emedastin,Läkemedel,ATC-koder
S01GX07,S01GX,S01GX07,Azelastin,Läkemedel,ATC-koder
S01GX08,S01GX,S01GX08,Ketotifen,Läkemedel,ATC-koder
S01GX09,S01GX,S01GX09,Olopatadin,Läkemedel,ATC-koder
S01GX10,S01GX,S01GX10,Epinastin,Läkemedel,ATC-koder
S01H,S01,S01H,Lokalanestetika,Läkemedel,ATC-koder
S01HA,S01H,S01HA,Lokalanestetika,Läkemedel,ATC-koder
S01HA01,S01HA,S01HA01,Kokain,Läkemedel,ATC-koder
S01HA02,S01HA,S01HA02,Oxibuprokain,Läkemedel,ATC-koder
S01HA03,S01HA,S01HA03,Tetrakain,Läkemedel,ATC-koder
S01HA06,S01HA,S01HA06,Cinkokain,Läkemedel,ATC-koder
S01J,S01,S01J,Diagnostiska medel,Läkemedel,ATC-koder
S01JA,S01J,S01JA,Färgämnen,Läkemedel,ATC-koder
S01JA01,S01JA,S01JA01,Fluorescein,Läkemedel,ATC-koder
S01JA51,S01JA,S01JA51,"Fluorescein, kombinationer",Läkemedel,ATC-koder
S01L,S01,S01L,Medel vid kärlsjukdomar i ögat,Läkemedel,ATC-koder
S01LA,S01L,S01LA,Medel mot kärlnybildning,Läkemedel,ATC-koder
S01LA01,S01LA,S01LA01,Verteporfin,Läkemedel,ATC-koder
S01LA04,S01LA,S01LA04,Ranibizumab,Läkemedel,ATC-koder
S01LA05,S01LA,S01LA05,Aflibercept,Läkemedel,ATC-koder
S01X,S01,S01X,Övriga medel vid ögonsjukdomar,Läkemedel,ATC-koder
S01XA,S01X,S01XA,Övriga medel vid ögonsjukdomar,Läkemedel,ATC-koder
S01XA02,S01XA,S01XA02,Retinol (vitamin A),Läkemedel,ATC-koder
S01XA03,S01XA,S01XA03,"Natriumklorid, hyperton",Läkemedel,ATC-koder
S01XA18,S01XA,S01XA18,Ciklosporin,Läkemedel,ATC-koder
S01XA20,S01XA,S01XA20,Tårsubstitut och övriga indifferenta medel,Läkemedel,ATC-koder
S01XA21,S01XA,S01XA21,Merkaptamin,Läkemedel,ATC-koder
S02,S,S02,Medel vid öronsjukdomar,Läkemedel,ATC-koder
S02A,S02,S02A,Antiinfektiva medel,Läkemedel,ATC-koder
S02AA,S02A,S02AA,Antiinfektiva medel,Läkemedel,ATC-koder
S02AA03,S02AA,S02AA03,Borsyra,Läkemedel,ATC-koder
S02AA04,S02AA,S02AA04,Aluminiumacetotartrat,Läkemedel,ATC-koder
S02AA06,S02AA,S02AA06,Väteperoxid,Läkemedel,ATC-koder
S02AA10,S02AA,S02AA10,Ättiksyra,Läkemedel,ATC-koder
S02AA15,S02AA,S02AA15,Ciprofloxacin,Läkemedel,ATC-koder
S02B,S02,S02B,Kortikosteroider,Läkemedel,ATC-koder
S02BA,S02B,S02BA,Kortikosteroider,Läkemedel,ATC-koder
S02BA07,S02BA,S02BA07,Betametason,Läkemedel,ATC-koder
S02C,S02,S02C,Kortikosteroider i kombination med antiinfektiva medel,Läkemedel,ATC-koder
S02CA,S02C,S02CA,Kortikosteroider i kombination med antiinfektiva medel,Läkemedel,ATC-koder
S02CA02,S02CA,S02CA02,Flumetason och antiinfektiva medel,Läkemedel,ATC-koder
S02CA05,S02CA,S02CA05,Fluocinolonacetonid och antiinfektiva medel,Läkemedel,ATC-koder
S02D,S02,S02D,Övriga medel vid öronsjukdomar,Läkemedel,ATC-koder
S03,S,S03,Medel vid ögon- och öronsjukdomar,Läkemedel,ATC-koder
S03C,S03,S03C,Kortikosteroider i kombination med antiinfektiva medel,Läkemedel,ATC-koder
S03CA,S03C,S03CA,Kortikosteroider i kombination med antiinfektiva medel,Läkemedel,ATC-koder
S03CA04,S03CA,S03CA04,Hydrokortison och antiinfektiva medel,Läkemedel,ATC-koder
V,0,V,Övrigt,Läkemedel,ATC-koder
V01,V,V01,Allergener,Läkemedel,ATC-koder
V01A,V01,V01A,Allergener,Läkemedel,ATC-koder
V01AA,V01A,V01AA,Allergenextrakt,Läkemedel,ATC-koder
V01AA02,V01AA,V01AA02,Gräspollen,Läkemedel,ATC-koder
V01AA03,V01AA,V01AA03,Husdammskvalster,Läkemedel,ATC-koder
V01AA05,V01AA,V01AA05,Pollen från träd,Läkemedel,ATC-koder
V01AA07,V01AA,V01AA07,Insekter,Läkemedel,ATC-koder
V01AA10,V01AA,V01AA10,Örter,Läkemedel,ATC-koder
V01AA11,V01AA,V01AA11,Djur,Läkemedel,ATC-koder
V01AA20,V01AA,V01AA20,Övrigt,Läkemedel,ATC-koder
V03,V,V03,"Medel vid förgiftningar, överdoseringar m.m.",Läkemedel,ATC-koder
V03A,V03,V03A,"Medel vid förgiftningar, överdoseringar m.m.",Läkemedel,ATC-koder
V03AB,V03A,V03AB,Medel vid förgiftningar,Läkemedel,ATC-koder
V03AB01,V03AB,V03AB01,Ipekakuanharot,Läkemedel,ATC-koder
V03AB03,V03AB,V03AB03,Edetat,Läkemedel,ATC-koder
V03AB06,V03AB,V03AB06,Tiosulfat,Läkemedel,ATC-koder
V03AB13,V03AB,V03AB13,Obidoxim,Läkemedel,ATC-koder
V03AB14,V03AB,V03AB14,Protamin,Läkemedel,ATC-koder
V03AB15,V03AB,V03AB15,Naloxon,Läkemedel,ATC-koder
V03AB16,V03AB,V03AB16,Etanol,Läkemedel,ATC-koder
V03AB18,V03AB,V03AB18,Kaliumpermanganat,Läkemedel,ATC-koder
V03AB21,V03AB,V03AB21,Kaliumjodid,Läkemedel,ATC-koder
V03AB25,V03AB,V03AB25,Flumazenil,Läkemedel,ATC-koder
V03AB26,V03AB,V03AB26,Metionin,Läkemedel,ATC-koder
V03AC,V03A,V03AC,Medel vid järnförgiftning,Läkemedel,ATC-koder
V03AC01,V03AC,V03AC01,Deferoxamin,Läkemedel,ATC-koder
V03AC02,V03AC,V03AC02,Deferipron,Läkemedel,ATC-koder
V03AC03,V03AC,V03AC03,Deferasirox,Läkemedel,ATC-koder
V03AE,V03A,V03AE,Medel för behandling av hyperkalemi och hyperfosfatemi,Läkemedel,ATC-koder
V03AE01,V03AE,V03AE01,Polystyrensulfonat,Läkemedel,ATC-koder
V03AE02,V03AE,V03AE02,Sevelamer,Läkemedel,ATC-koder
V03AE03,V03AE,V03AE03,Lantankarbonat,Läkemedel,ATC-koder
V03AE04,V03AE,V03AE04,Kalciumacetat och magnesiumkarbonat,Läkemedel,ATC-koder
V03AE05,V03AE,V03AE05,Sukrojärn(III)oxihydroxid,Läkemedel,ATC-koder
V03AE07,V03AE,V03AE07,Kalciumacetat,Läkemedel,ATC-koder
V03AE09,V03AE,V03AE09,Patiromerkalcium,Läkemedel,ATC-koder
V03AF,V03A,V03AF,Medel mot toxicitet vid cytostatikabehandling,Läkemedel,ATC-koder
V03AF01,V03AF,V03AF01,Mesna,Läkemedel,ATC-koder
V03AF02,V03AF,V03AF02,Dexrazoxan,Läkemedel,ATC-koder
V03AF03,V03AF,V03AF03,Kalciumfolinat,Läkemedel,ATC-koder
V03AF04,V03AF,V03AF04,Kalciumlevofolinat,Läkemedel,ATC-koder
V03AF05,V03AF,V03AF05,Amifostin,Läkemedel,ATC-koder
V03AF07,V03AF,V03AF07,Rasburikas,Läkemedel,ATC-koder
V03AH,V03A,V03AH,Medel för behandling av hypoglykemi,Läkemedel,ATC-koder
V03AH01,V03AH,V03AH01,Diazoxid,Läkemedel,ATC-koder
V03AN,V03A,V03AN,Medicinska gaser,Läkemedel,ATC-koder
V03AN01,V03AN,V03AN01,Syre,Läkemedel,ATC-koder
V03AN05,V03AN,V03AN05,Medicinsk luft,Läkemedel,ATC-koder
V03AX,V03A,V03AX,Övriga terapeutiska produkter,Läkemedel,ATC-koder
V03AX03,V03AX,V03AX03,Kobicistat,Läkemedel,ATC-koder
V04,V,V04,Diagnostiska medel,Läkemedel,ATC-koder
V04C,V04,V04C,Övriga diagnostiska medel,Läkemedel,ATC-koder
V04CA,V04C,V04CA,Medel för diabetestest,Läkemedel,ATC-koder
V04CA02,V04CA,V04CA02,Glukos,Läkemedel,ATC-koder
V04CD,V04C,V04CD,Medel för hypofysfunktionsprov,Läkemedel,ATC-koder
V04CD01,V04CD,V04CD01,Metyrapon,Läkemedel,ATC-koder
V04CF,V04C,V04CF,Tuberkulosdiagnostikum,Läkemedel,ATC-koder
V04CF01,V04CF,V04CF01,Tuberkulin,Läkemedel,ATC-koder
V04CJ,V04C,V04CJ,Tyreoideafunktionstest,Läkemedel,ATC-koder
V04CJ02,V04CJ,V04CJ02,Protirelin,Läkemedel,ATC-koder
V04CL,V04C,V04CL,Allergitest,Läkemedel,ATC-koder
V04CM,V04C,V04CM,Tester för fertilitetsstörningar,Läkemedel,ATC-koder
V04CM01,V04CM,V04CM01,Gonadorelin,Läkemedel,ATC-koder
V04CX,V04C,V04CX,Övriga diagnostiska medel,Läkemedel,ATC-koder
V06,V,V06,Näringspreparat,Läkemedel,ATC-koder
V06C,V06,V06C,Näringspreparat för barn,Läkemedel,ATC-koder
V06CA,V06C,V06CA,Medel vid fenylketonuri,Läkemedel,ATC-koder
V06D,V06,V06D,Övriga näringspreparat,Läkemedel,ATC-koder
V06DD,V06D,V06DD,"Aminosyror, inkl kombinationer med polypeptider",Läkemedel,ATC-koder
V06DE,V06D,V06DE,"Aminosyror-, kolhydrat-, mineral och vitamintillskott, kombinationer",Läkemedel,ATC-koder
V07,V,V07,Tekniska hjälpmedel,Läkemedel,ATC-koder
V07A,V07,V07A,Tekniska hjälpmedel,Läkemedel,ATC-koder
V07AB,V07A,V07AB,"Lösningar, spädningsvätskor och spolvätskor",Läkemedel,ATC-koder
V07AB00,V07AB,V07AB00,,Läkemedel,ATC-koder
V08,V,V08,Kontrastmedel,Läkemedel,ATC-koder
V08A,V08,V08A,Joderade röntgenkontrastmedel,Läkemedel,ATC-koder
V08AA,V08A,V08AA,"Vattenlösliga, högosmolära röntgenkontrastmedel med njuraffinitet",Läkemedel,ATC-koder
V08AA01,V08AA,V08AA01,Amidotrizoinsyra,Läkemedel,ATC-koder
V08AB,V08A,V08AB,"Vattenlösliga, lågosmolära röntgenkontrastmedel med njuraffinitet",Läkemedel,ATC-koder
V08AB02,V08AB,V08AB02,Johexol,Läkemedel,ATC-koder
V08AB09,V08AB,V08AB09,Jodixanol,Läkemedel,ATC-koder
V08AB10,V08AB,V08AB10,Jomeprol,Läkemedel,ATC-koder
V08C,V08,V08C,Kontrastmedel för magnetisk resonanstomografi,Läkemedel,ATC-koder
V08CA,V08C,V08CA,Paramagnetiska kontrastmedel,Läkemedel,ATC-koder
V08CA02,V08CA,V08CA02,Gadoterinsyra,Läkemedel,ATC-koder
V08CA04,V08CA,V08CA04,Gadoteridol,Läkemedel,ATC-koder
V08CA10,V08CA,V08CA10,Gadoxetinsyra,Läkemedel,ATC-koder
V08D,V08,V08D,Kontrastmedel för ultraljudsundersökningar,Läkemedel,ATC-koder
V08DA,V08D,V08DA,Kontrastmedel för ultraljudsundersökningar,Läkemedel,ATC-koder
V08DA02,V08DA,V08DA02,Mikropartiklar av galaktos,Läkemedel,ATC-koder
V08DA05,V08DA,V08DA05,Svavelhexafluorid,Läkemedel,ATC-koder
V09,V,V09,Diagnostiska radiofarmaka,Läkemedel,ATC-koder
V10,V,V10,Terapeutiska radiofarmaka,Läkemedel,ATC-koder
V10X,V10,V10X,Övriga terapeutiska radiofarmaka,Läkemedel,ATC-koder
V10XX,V10X,V10XX,Diverse terapeutiska radiofarmaka,Läkemedel,ATC-koder
V10XX01,V10XX,V10XX01,Natriumfosfat(P-32),Läkemedel,ATC-koder
V20,V,V20,Kirurgiska förband,Läkemedel,ATC-koder
