operation,grp,code,name
PBQ10,PBQ,PBQ10,Inläggande av stent i a. axillaris
PBQ20,PBQ,PBQ20,Inläggande av stent i a. brachialis
PBQ30,PBQ,PBQ30,Inläggande av stent i a. radialis eller a. ulnaris
PBQ99,PBQ,PBQ99,Inläggande av stent i annan artär i övre extremitet
PBR,PB,PBR,Uttagning av stent från artärer i övre extremiteter
PBR10,PBR,PBR10,Uttagning av stent från a. axillaris
PBR20,PBR,PBR20,Uttagning av stent från a. brachialis
PBR30,PBR,PBR30,Uttagning av stent från a. radialis eller a. ulnaris
PBR99,PBR,PBR99,Uttagning av stent från annan artär i övre extremitet
PBT,PB,PBT,Injektion av läkemedel i eller perkutan ocklusion av artärer i övre extremiteter
PBT10,PB,PBT10,Injektion av läkemedel i eller perkutan ocklusion av a. axillaris
PBT20,PB,PBT20,Injektion av läkemedel i eller perkutan ocklusion av a. brachialis
PBT99,PB,PBT99,Injektion av läkemedel i eller perkutan ocklusion av annan artär i övre extremitet
PBU,PB,PBU,Operationer inom tidigare rekonstruktion på artärer i övre extremiteter
PBU70,PBU,PBU70,Exploration av tidigare rekonstruktion på artärer i övre extremitet
PBU74,PBU,PBU74,Trombektomi i a-v fistel från artär i övre extremitet
PBU80,PBU,PBU80,Perkutan slutning av kvarstående a-v fistel i bypass från artär i övre extremitet
PBU81,PBU,PBU81,Slutning av kvarstående a-v fistel i bypass från artär i övre extremitet
PBU82,PBU,PBU82,Plastik på a-v fistel från artär i övre extremitet
PBU83,PBU,PBU83,Perkutan plastik på a-v fistel från artärer i övre extremitet
PBU87,PBU,PBU87,Injektion av terapeutisk substans i a-v fistel från artär i övre extremitet
PBU88,PBU,PBU88,Exstirpation av bypass från artär i övre extremitet
PBU89,PBU,PBU89,Ligatur av bypass från artär i övre extremitet
PBU99,PBU,PBU99,Annan operation inom tidigare rekonstruktion på artärer i övre extremitet
PBW,PB,PBW,Andra operationer på artärer i övre extremiteter
PBW99,PBW,PBW99,Annan operation på artärer i övre extremitet
PC,P,PC,Operationer på suprarenala bukaortan och visceralartärer
PCA,PC,PCA,Exploration av visceralartärer
PCA40,PCA,PCA40,Exploration av a. renalis
PCA99,PCA,PCA99,Exploration av annan visceralartär
PCB,PC,PCB,Ligatur av visceralartärer
PCB20,PCB,PCB20,Ligatur av truncus coeliacus och dess grenar
PCB30,PCB,PCB30,Ligatur av a. mesenterica superior
PCB40,PCB,PCB40,Ligatur av a. renalis
PCB99,PCB,PCB99,Ligatur av annan visceralartär
PCC,PC,PCC,Sutur av suprarenala bukaortan och visceralartärer
PCC10,PCC,PCC10,Sutur av bukaorta (supraceliakalt eller juxtarenalt)
PCC20,PCC,PCC20,Sutur av truncus coeliacus och dess grenar
PCC30,PCC,PCC30,Sutur av a. mesenterica superior
PCC40,PCC,PCC40,Sutur av a. renalis
PCC99,PCC,PCC99,Sutur av annan visceralartär
PCE,PC,PCE,Trombektomi eller embolektomi i visceralartärer
PCE30,PCE,PCE30,Trombektomi eller embolektomi i a. mesenterica superior
PCE40,PCE,PCE40,Trombektomi eller embolektomi i a. renalis
PCE99,PCE,PCE99,Trombektomi eller embolektomi i annan visceralartär
PCF,PC,PCF,Trombendartärektomi i visceralartärer
PCF20,PCF,PCF20,Trombendartärektomi i truncus coeliacus och dess grenar
PCF30,PCF,PCF30,Trombendartärektomi i a. mesenterica superior
PCF40,PCF,PCF40,Trombendartärektomi i a. renalis
PCF99,PCF,PCF99,Trombendartärektomi i annan visceralartär
PCG,PC,PCG,Aneurysmoperation på suprarenala bukaortan och visceralartärer
PCG10,PCG,PCG10,Aneurysmoperation på bukaorta (supraceliakalt eller juxtarenalt)
PCG20,PCG,PCG20,Aneurysmoperation på truncus coeliacus och dess grenar
PCG30,PCG,PCG30,Aneurysmoperation på a. mesenterica superior
PCG40,PCG,PCG40,Aneurysmoperation på a. renalis
PCG99,PCG,PCG99,Aneurysmoperation på annan visceralartär
PCH,PC,PCH,Bypass-operationer från suprarenala bukaortan och visceralartärer
PCH10,PCH,PCH10,Bypass från bukaorta (supraceliakalt eller juxtarenalt)
PCH20,PCH,PCH20,Bypass från truncus coeliacus och dess grenar
PCH30,PCH,PCH30,Bypass från a. mesenterica superior
PCH40,PCH,PCH40,Bypass från a. renalis
PCH99,PCH,PCH99,Bypass från annan visceralartär
PCJ,PC,PCJ,Transposition av visceralartärer
PCJ30,PCJ,PCJ30,Transposition av a. mesenterica superior
PCJ40,PCJ,PCJ40,Transposition av a. renalis
PCJ99,PCJ,PCJ99,Transposition av annan visceralartär
PCK,PC,PCK,Reimplantation av visceralartärer
PCK20,PCK,PCK20,Reimplantation av truncus coeliacus och dess grenar
PCK30,PCK,PCK30,Reimplantation av a. mesenterica superior
PCK40,PCK,PCK40,Reimplantation av a. renalis
PCK50,PCK,PCK50,Reimplantation av a. mesenterica inferior
PCK99,PCK,PCK99,Reimplantation av annan visceralartär
PCN,PC,PCN,Plastik på visceralartärer
PCN20,PCN,PCN20,Plastik på truncus coeliacus och dess grenar
PCN30,PCN,PCN30,Plastik på a. mesenterica superior
PCN40,PCN,PCN40,Plastik på a. renalis
PCN99,PCN,PCN99,Plastik på annan visceralartär
PCP,PC,PCP,Perkutan plastik på visceralartärer
PCP20,PCP,PCP20,Perkutan plastik på truncus coeliacus och dess grenar
PCP30,PCP,PCP30,Perkutan plastik på a. mesenterica superior
PCP40,PCP,PCP40,Perkutan plastik på a. renalis
PCP99,PCP,PCP99,Perkutan plastik på annan visceralartär
PCQ,PC,PCQ,Inläggande av stent i suprarenala bukaortan och visceralartärer
PCQ10,PCQ,PCQ10,Inläggande av stent i suprarenala bukaorta
PCQ20,PCQ,PCQ20,Inläggande av stent i truncus coeliacus och dess grenar
PCQ30,PCQ,PCQ30,Inläggande av stent i a. mesenterica superior
PCQ40,PCQ,PCQ40,Inläggande av stent i a. renalis
PCQ99,PCQ,PCQ99,Inläggande av stent i annan visceralartär
PCR,PC,PCR,Uttagning av stent från suprarenala bukaortan och visceralartärer
PCR10,PCR,PCR10,Uttagning av stent från suprarenala bukaorta
PCR20,PCR,PCR20,Uttagning av stent från truncus coeliacus och dess grenar
PCR30,PCR,PCR30,Uttagning av stent från a. mesenterica superior
PCR40,PCR,PCR40,Uttagning av stent från a. renalis
PCR99,PCR,PCR99,Uttagning av stent från annan visceralartär
PCS,PC,PCS,Endoskopisk operation på visceralartärer
PCS40,PCS,PCS40,Endoskopisk operation på a. renalis
PCS99,PCS,PCS99,Endoskopisk operation på annan visceralartär
PCT,PC,PCT,Injektion av läkemedel i eller perkutan ocklusion av  visceralartärer
PCT20,PCT,PCT20,Injektion av läkemedel i eller perkutan ocklusion av truncus coeliacus och dess grenar
PCT30,PCT,PCT30,Injektion av läkemedel i eller perkutan ocklusion av a. mesenterica superior
PCT40,PCT,PCT40,Injektion av läkemedel i eller perkutan ocklusion av a. renalis
PCT99,PCT,PCT99,Injektion av läkemedel i eller perkutan ocklusion av annan visceralartär
PCU,PC,PCU,Operation inom tidigare rekonstruktion på suprarenala bukaortan och visceralartärer
PCU70,PCU,PCU70,Exploration av tidigare rekonstruktion på suprarenala bukaorta eller visceralartärer
PCU74,PCU,PCU74,Trombektomi eller embolektomi i bypass från suprarenala bukaorta eller till visceralartärer
PCU80,PCU,PCU80,Perkutan slutning av kvarstående a-v fistel i bypass från bukaorta eller visceralartärer
PCU81,PCU,PCU81,Slutning av kvarstående a-v fistel i bypass från bukaorta eller visceralartärer
PCU82,PCU,PCU82,Plastik på bypass från suprarenala bukaorta
PCU83,PCU,PCU83,Perkutan plastik på bypass från suprarenala bukaorta eller visceralartärer
PCU84,PCU,PCU84,Inläggande av stent i bypass från suprarenala bukaorta eller visceralartärer
PCU85,PCU,PCU85,Uttagning av stent från bypass från suprarenala bukaorta eller visceralartärer
PCU86,PCU,PCU86,Endoskopisk operation på bypass från suprarenala bukaorta eller visceralartärer
PCU87,PCU,PCU87,Injektion av läkemedel i bypass från suprarenala bukaorta eller visceralartärer
PCU88,PCU,PCU88,Exstirpation av bypass från suprarenala bukaorta eller visceralartärer
PCU99,PCU,PCU99,Annan operation inom tidigare rekonstruktion på suprarenala bukaorta eller visceralartärer
PCW,PC,PCW,Andra operationer på suprarenala bukaortan och visceralartärer
PCW99,PCW,PCW99,Annan operation på suprarenala bukaorta eller visceralartärer
PD,P,PD,Operationer på infrarenala bukaortan och arteria iliaca samt operationer därifrån och perifert
PDA,PD,PDA,Explorationer av infrarenala bukaortan och arteria iliaca
PDA10,PDA,PDA10,Exploration av infrarenala bukaorta
PDA30,PDA,PDA30,Exploration av a. iliaca
PDC,PD,PDC,Suturer av infrarenala bukaortan och arteria iliaca
PDC10,PDC,PDC10,Sutur av infrarenala bukaorta
PDC30,PDC,PDC30,Sutur av a. iliaca
PDE,PD,PDE,Trombektomier eller embolektomier i infrarenala bukaortan och arteria iliaca
PDE10,PDE,PDE10,Trombektomi eller embolektomi i infrarenala bukaorta
PDE30,PDE,PDE30,Trombektomi eller embolektomi i a. iliaca
PDF,PD,PDF,Trombendartärektomier i infrarenala bukaortan och arteria iliaca
PDF10,PDF,PDF10,Trombendartärektomi i infrarenala bukaorta
PDF30,PDF,PDF30,Trombendartärektomi i a. iliaca
PDG,PD,PDG,Aneurysmoperationer på infrarenala bukaortan och arteria iliaca
PDG10,PDG,PDG10,Aneurysmoperation på infrarenala bukaorta
PDG20,PDG,PDG20,Aneurysmoperation med aorto-iliakal bypass
PDG21,PDG,PDG21,Aneurysmoperation med aorto-biiliakal bypass
PDG22,PDG,PDG22,Aneurysmoperation med aortoiliakal eller aortofemoral bypass
PDG23,PDG,PDG23,Aneurysmoperation med aorto-femoral bypass
PDG24,PDG,PDG24,Aneurysmoperation med aorto-bifemoral bypass
PDG30,PDG,PDG30,Aneurysmoperation på a. iliaca
PDG35,PDG,PDG35,Aneurysmoperation med iliako-femoral bypass
PDG99,PDG,PDG99,Aneurysmoperation på infrarenala bukaorta eller a. iliaca med annan bypass
PDH,PD,PDH,Bypass-operationer från infrarenala bukaortan och arteria iliaca
PDH10,PDH,PDH10,Bypass från infrarenala bukaorta
PDH20,PDH,PDH20,Aortoiliakal bypass
PDH21,PDH,PDH21,Aortobiiliakal bypass
PDH22,PDH,PDH22,Aortoiliakal eller aortofemoral bypass
PDH23,PDH,PDH23,Aortofemoral bypass
PDH24,PDH,PDH24,Aortobifemoral bypass
PDH30,PDH,PDH30,Bypass från a. iliaca
PDH35,PDH,PDH35,Iliakofemoral bypass
PDH99,PDH,PDH99,Annan bypass från infrarenala bukaorta eller a. iliaca
PDN,PD,PDN,Plastik på infrarenala bukaortan och arteria iliaca
PDN10,PDN,PDN10,Plastik på infrarenala bukaorta
PDN30,PDN,PDN30,Plastik på a. iliaca
PDP,PD,PDP,Perkutan plastik på infrarenala bukaortan och arteria iliaca
PDP10,PDP,PDP10,Perkutan plastik på infrarenala bukaorta
PDP30,PDP,PDP30,Perkutan plastik på a. iliaca
PDQ,PD,PDQ,Inläggande av stent i infrarenala bukaortan och arteria iliaca
PDQ10,PDQ,PDQ10,Inläggande av stent i infrarenala bukaorta
PDQ21,PDQ,PDQ21,Inläggande av aortobiiliakal stent
PDQ30,PDQ,PDQ30,Inläggande av stent i a. iliaca
PDR,PD,PDR,Uttagning av stent från infrarenala bukaortan och arteria iliaca
PDR10,PDR,PDR10,Uttagning av stent från infrarenala bukaorta
PDR21,PDR,PDR21,Uttagning av aortobiiliakal stent
PDR30,PDR,PDR30,Uttagning av stent från a. iliaca
PDS,PD,PDS,Endoskopisk operation på infrarenala bukaortan och arteria iliaca
PDS10,PDS,PDS10,Endoskopisk operation på infrarenala bukaorta
PDS30,PDS,PDS30,Endoskopisk operation på a. iliaca
PDT,PD,PDT,Injektion av läkemedel i eller perkutan ocklusion av infrarenala bukaorta och arteria iliaca
PDT10,PDT,PDT10,Injektion av läkemedel i eller perkutan ocklusion av infrarenala bukaorta
PDT30,PDT,PDT30,Injektion av läkemedel i eller perkutan ocklusion av a. iliaca
PDU,PD,PDU,Operation inom tidigare rekonstruktion på infrarenala bukaortan och arteria iliaca samt operationer därifrån och perifert
PDU70,PDU,PDU70,Exploration av tidigare rekonstruktion på infrarenala bukaorta eller a. iliaca
PDU74,PDU,PDU74,Trombektomi eller embolektomi i bypass från infrarenala bukaorta eller a. iliaca
PDU80,PDU,PDU80,Perkutan slutning av kvarstående a-v fistel i bypass från infrarenala bukaorta eller a. iliaca
PDU81,PDU,PDU81,Slutning av kvarstående a-v fistel i bypass från infrarenala bukaorta eller a. iliaca
PDU82,PDU,PDU82,Plastik på bypass från infrarenala bukaorta eller a. iliaca
PDU83,PDU,PDU83,Perkutan plastik på bypass från infrarenala bukaorta eller a. iliaca
PDU84,PDU,PDU84,Inläggande av stent i bypass från infrarenala bukaorta eller a. iliaca
PDU85,PDU,PDU85,Uttagning av stent från bypass från infrarenala bukaorta eller a. iliaca
PDU86,PDU,PDU86,Endoskopisk operation på bypass från infrarenala bukaorta eller a. iliaca
PDU87,PDU,PDU87,Injektion av läkemedel i bypass från infrarenala bukaorta eller a. iliaca
PDU88,PDU,PDU88,Exstirpation av bypass från infrarenala bukaorta eller a. iliaca
PDU99,PDU,PDU99,Annan operation inom tidigare rekonstruktion på infrarenala bukaorta eller a. iliaca samt operationer därifrån och perifert
PDW,PD,PDW,Andra operationer på infrarenala bukaortan och arteria iliaca samt operationer därifrån och perifert
PDW99,PDW,PDW99,Operationer på infrarenala bukaorta eller a. iliaca samt ingrepp därifrån och perifert
PE,P,PE,Operationer på arteria femoralis och dess grenar samt operationer därifrån till arteria poplitea
PEA,PE,PEA,Exploration av arteria femoralis och dess grenar
PEA10,PEA,PEA10,Exploration av a. femoralis communis
PEA11,PEA,PEA11,Exploration av a. profunda femoris
PEA12,PEA,PEA12,Exploration av a. femoralis superficialis
PEC,PE,PEC,Sutur av arteria femoralis och dess grenar
PEC10,PEC,PEC10,Sutur av a. femoralis communis
PEC11,PEC,PEC11,Sutur av a. profunda femoris
PEC12,PEC,PEC12,Sutur av a. femoralis superficialis
PEE,PE,PEE,Trombektomi eller embolektomi i arteria femoralis och dess grenar
PEE10,PEE,PEE10,Trombektomi eller embolektomi i a. femoralis communis
PEE11,PEE,PEE11,Trombektomi eller embolektomi i a. profunda femoris
PEE12,PEE,PEE12,Trombektomi eller embolektomi i a. femoralis superficialis
PEF,PE,PEF,Trombendartärektomi i arteria femoralis och dess grenar
PEF10,PEF,PEF10,Trombendartärektomi i a. femoralis communis
PEF11,PEF,PEF11,Trombendartärektomi i a. profunda femoris
PEF12,PEF,PEF12,Trombendartärektomi i a. femoralis superficialis
PEG,PE,PEG,Aneurysmoperation på arteria femoralis och dess grenar
PEG10,PEG,PEG10,Aneurysmoperation på a. femoralis communis
PEG11,PEG,PEG11,Aneurysmoperation på a. profunda femoris
PEG12,PEG,PEG12,Aneurysmoperation på a. femoralis superficialis
PEH,PE,PEH,Bypass-operationer från arteria femoralis och dess grenar
PEH10,PEH,PEH10,Bypass från a. femoralis communis
PEH11,PEH,PEH11,Bypass från a. profunda femoris
PEH12,PEH,PEH12,Bypass från a. femoralis superficialis
PEH20,PEH,PEH20,Bypass från a. femoralis till a. poplitea ovan knäleden
PEH30,PEH,PEH30,Bypass från a. femoralis till a. poplitea nedom knäleden
PEL,PE,PEL,Anläggande av a-v fistel från arteria femoralis och dess grenar
PEL10,PE,PEL10,Anläggande av a-v fistel från a. femoralis
PEM,PE,PEM,Slutning av a-v fistel från arteria femoralis och dess grenar
PEM10,PE,PEM10,Slutning av a-v fistel från a. femoralis
PEN,PE,PEN,Plastik på arteria femoralis och dess grenar
PEN10,PEN,PEN10,Plastik på a. femoralis communis
PEN11,PEN,PEN11,Plastik på a. profunda femoris
PEN12,PEN,PEN12,Plastik på a. femoralis superficialis
PEP,PE,PEP,Perkutan plastik på arteria femoralis och dess grenar
PEP10,PEP,PEP10,Perkutan plastik på a. femoralis communis
PEP11,PEP,PEP11,Perkutan plastik på a. profunda femoris
PEP12,PEP,PEP12,Perkutan plastik på a. femoralis superficialis
PEQ,PE,PEQ,Inläggande av stent i arteria femoralis och dess grenar
PEQ10,PEQ,PEQ10,Inläggande av stent i a. femoralis communis
PEQ11,PEQ,PEQ11,Inläggande av stent i a. profunda femoris
PEQ12,PEQ,PEQ12,Inläggande av stent i a. femoralis superficialis
PER,PE,PER,Uttagning av stent från arteria femoralis och dess grenar
PER10,PER,PER10,Uttagning av stent från a. femoralis communis
PER11,PER,PER11,Uttagning av stent från a. profunda femoris
PER12,PER,PER12,Uttagning av stent från a. femoralis superficialis
PES,PE,PES,Endoskopisk operation på arteria femoralis och dess grenar
PES10,PES,PES10,Endoskopisk operation på a. femoralis communis
PES11,PES,PES11,Endoskopisk operation på a. profunda femoris
PES12,PES,PES12,Endoskopisk operation på a. femoralis superficialis
PET,PE,PET,Injektion av läkemedel i eller perkutan ocklusion av arteria femoralis och dess grenar
PET10,PET,PET10,Injektion av läkemedel i eller perkutan ocklusion av a. femoralis communis
PET11,PET,PET11,Injektion av läkemedel i eller perkutan ocklusion av a. profunda femoris
PET12,PET,PET12,Injektion av läkemedel i eller perkutan ocklusion av a. femoralis superficialis
PET20,PET,PET20,Injektion av läkemedel eller ockluderande material i bypass från a femoralis till a poplitea
PEU,PE,PEU,Operationer inom tidigare rekonstruktion på arteria femoralis och dess grenar samt operationer därifrån till arteria poplitea
PEU70,PEU,PEU70,Exploration av tidigare rekonstruktion på arteria femoralis eller dess grenar till a. poplitea
PEU74,PEU,PEU74,Trombektomi eller embolektomi i bypass från a. femoralis till a. poplitea
PEU76,PEU,PEU76,Aneurysmoperation på bypass från a. femoralis till a. poplitea
PEU80,PEU,PEU80,Perkutan slutning av kvarstående a-v fistel i bypass från a. femoralis till a. poplitea
PEU81,PEU,PEU81,Ligatur av kvarstående a-v fistel efter bypass från a. femoralis
PEU82,PEU,PEU82,Plastik på bypass från a. femoralis och dess grenar
PEU83,PEU,PEU83,Perkutan plastik på bypass från a. femoralis och dess grenar
PEU84,PEU,PEU84,Inläggande av stent i bypass från a. femoralis till a. poplitea
PEU85,PEU,PEU85,Uttagning av stent från bypass från a. femoralis till a. poplitea
PEU86,PEU,PEU86,Endoskopisk operation på bypass från a. femoralis till a. poplitea
PEU87,PEU,PEU87,Injektion av läkemedel i bypass från a. femoralis eller a. poplitea
PEU88,PEU,PEU88,Exstirpation av bypass från a. femoralis
PEU89,PEU,PEU89,Ligatur av bypass från a. femoralis
PEU99,PEU,PEU99,Annan operation inom tidigare rekonstruktion på arteria femoralis och dess grenar samt operationer därifrån till a. poplitea
PEW,PE,PEW,Andra operationer på arteria femoralis och dess grenar samt operationer därifrån till arteria poplitea
PEW99,PEW,PEW99,Annan operation på arteria femoralis och dess grenar samt operationer därifrån till a. poplitea
